"Id","Version","ParsedVersion","TargetFramework","PrevTFM","ChangedTFM"
"Microsoft.AspNetCore.Cryptography.KeyDerivation","2.0.0","2000000000000000000000000",".NETStandard2.0",".NETFramework4.5.1","true"
"Microsoft.AspNetCore.Cryptography.KeyDerivation","2.1.0","2000000010000000000000000",".NETCoreApp2.0",".NETStandard2.0","true"
"Microsoft.AspNetCore.Cryptography.KeyDerivation","5.0.0","5000000000000000000000000",".NETFramework4.6.1",".NETCoreApp2.0","true"
"Microsoft.AspNetCore.Cryptography.Internal","1.0.0","1000000000000000000000000",".NETFramework4.5.1","","true"
"Microsoft.AspNetCore.Cryptography.Internal","2.0.0","2000000000000000000000000",".NETStandard2.0",".NETFramework4.5.1","true"
"Microsoft.AspNetCore.Cryptography.Internal","3.1.2","3000000010000000200000000",".NETCoreApp3.1",".NETStandard2.0","true"
"Microsoft.AspNetCore.Cryptography.Internal","5.0.0","5000000000000000000000000",".NETFramework4.6.1",".NETCoreApp3.1","true"
"Microsoft.AspNetCore.Cors","1.0.0","1000000000000000000000000",".NETFramework4.5.1","","true"
"Microsoft.AspNetCore.Cors","2.0.0","2000000000000000000000000",".NETStandard2.0",".NETFramework4.5.1","true"
"Microsoft.AspNetCore.CookiePolicy","1.0.0","1000000000000000000000000",".NETFramework4.5.1","","true"
"Microsoft.AspNetCore.CookiePolicy","2.0.0","2000000000000000000000000",".NETStandard2.0",".NETFramework4.5.1","true"
"Microsoft.AspNetCore.Connections.Abstractions","2.1.0","2000000010000000000000000",".NETStandard2.0","","true"
"Microsoft.AspNetCore.Connections.Abstractions","3.0.0","3000000000000000000000000",".NETCoreApp3.0",".NETStandard2.0","true"
"Microsoft.AspNetCore.Connections.Abstractions","3.1.2","3000000010000000200000000",".NETCoreApp3.1",".NETCoreApp3.0","true"
"Microsoft.AspNetCore.Connections.Abstractions","5.0.0","5000000000000000000000000",".NETFramework4.6.1",".NETCoreApp3.1","true"
"Microsoft.AspNetCore.ConcurrencyLimiter","3.0.0","3000000000000000000000000",".NETCoreApp3.0","","true"
"Microsoft.AspNetCore.ConcurrencyLimiter","3.1.2","3000000010000000200000000",".NETCoreApp3.1",".NETCoreApp3.0","true"
"Microsoft.AspNetCore.ConcurrencyLimiter","5.0.0","5000000000000000000000000",".NETCoreApp5.0",".NETCoreApp3.1","true"
"Microsoft.AspNetCore.Components.WebAssembly.Server","3.2.0","3000000020000000000000000",".NETCoreApp3.1","","true"
"Microsoft.AspNetCore.Components.WebAssembly.Server","5.0.0","5000000000000000000000000",".NETCoreApp5.0",".NETCoreApp3.1","true"
"Microsoft.AspNetCore.Components.WebAssembly.HttpHandler","3.2.0","3000000020000000000000000",".NETStandard2.1","","true"
"Microsoft.AspNetCore.Components.WebAssembly.DebugProxy","3.2.0","3000000020000000000000000",".NETCoreApp3.1","","true"
"Microsoft.AspNetCore.Components.WebAssembly.Authentication","3.2.0","3000000020000000000000000",".NETStandard2.1","","true"
"Microsoft.AspNetCore.Components.WebAssembly.Authentication","5.0.0","5000000000000000000000000","net5.0",".NETStandard2.1","true"
"Microsoft.AspNetCore.Components.WebAssembly","3.2.0","3000000020000000000000000",".NETStandard2.1","","true"
"Microsoft.AspNetCore.Components.WebAssembly","5.0.0","5000000000000000000000000","net5.0",".NETStandard2.1","true"
"Microsoft.AspNetCore.Components.Web","3.0.0","3000000000000000000000000",".NETCoreApp3.0","","true"
"Microsoft.AspNetCore.Components.Web","3.1.2","3000000010000000200000000",".NETCoreApp3.1",".NETCoreApp3.0","true"
"Microsoft.AspNetCore.Components.Web","5.0.0","5000000000000000000000000","net5.0",".NETCoreApp3.1","true"
"Microsoft.AspNetCore.Components.Forms","3.0.0","3000000000000000000000000",".NETCoreApp3.0","","true"
"Microsoft.AspNetCore.Components.Forms","3.1.2","3000000010000000200000000",".NETCoreApp3.1",".NETCoreApp3.0","true"
"Microsoft.AspNetCore.Components.Forms","5.0.0","5000000000000000000000000","net5.0",".NETCoreApp3.1","true"
"Microsoft.AspNetCore.Components.Authorization","3.0.0","3000000000000000000000000",".NETCoreApp3.0","","true"
"Microsoft.AspNetCore.Components.Authorization","3.1.2","3000000010000000200000000",".NETCoreApp3.1",".NETCoreApp3.0","true"
"Microsoft.AspNetCore.Components.Authorization","5.0.0","5000000000000000000000000","net5.0",".NETCoreApp3.1","true"
"Microsoft.AspNetCore.Components","3.0.0","3000000000000000000000000",".NETStandard2.0","","true"
"Microsoft.AspNetCore.Components","5.0.0","5000000000000000000000000","net5.0",".NETStandard2.0","true"
"Microsoft.AspNetCore.Buffering","0.1.0","10000000000000000",".NETFramework4.5.1","","true"
"Microsoft.AspNetCore.Blazor.Server","0.1.0","10000000000000000",".NETCoreApp2.0","","true"
"Microsoft.AspNetCore.Blazor.Server","0.5.0","50000000000000000",".NETStandard2.0",".NETCoreApp2.0","true"
"Microsoft.AspNetCore.Blazor.Razor.Extensions","0.1.0","10000000000000000",".NETFramework4.6.1","","true"
"Microsoft.AspNetCore.Blazor.Cli","0.1.0","10000000000000000",".NETCoreApp2.0","","true"
"Microsoft.AspNetCore.Blazor.Cli","0.5.0","50000000000000000",".NETCoreApp2.1",".NETCoreApp2.0","true"
"Microsoft.AspNetCore.Blazor.Browser.JS","0.2.0","20000000000000000",".NETCoreApp2.0","","true"
"Microsoft.AspNetCore.Blazor.Browser.JS","0.5.0","50000000000000000",".NETCoreApp2.1",".NETCoreApp2.0","true"
"Microsoft.AspNetCore.Blazor.Browser","0.1.0","10000000000000000",".NETStandard2.0","","true"
"Microsoft.AspNetCore.Blazor.Analyzers","0.3.0","30000000000000000",".NETStandard1.3","","true"
"Microsoft.AspNetCore.Blazor","0.1.0","10000000000000000",".NETStandard2.0","","true"
"Microsoft.AspNetCore.AzureKeyVault.HostingStartup","2.0.2","2000000000000000200000000",".NETStandard2.0","","true"
"Microsoft.AspNetCore.AzureAppServicesIntegration","1.0.0","1000000000000000000000000",".NETFramework4.5.1","","true"
"Microsoft.AspNetCore.AzureAppServicesIntegration","2.0.0","2000000000000000000000000",".NETStandard2.0",".NETFramework4.5.1","true"
"Microsoft.AspNetCore.AzureAppServicesIntegration","3.0.0","3000000000000000000000000",".NETCoreApp3.0",".NETStandard2.0","true"
"Microsoft.AspNetCore.AzureAppServicesIntegration","3.1.2","3000000010000000200000000",".NETCoreApp3.1",".NETCoreApp3.0","true"
"Microsoft.AspNetCore.AzureAppServicesIntegration","5.0.0","5000000000000000000000000",".NETCoreApp5.0",".NETCoreApp3.1","true"
"Microsoft.AspNetCore.AzureAppServices.SiteExtension","2.0.1","2000000000000000100000000",".NETFramework4.6.1","","true"
"Microsoft.AspNetCore.AzureAppServices.HostingStartup","2.0.0","2000000000000000000000000",".NETFramework4.6.1","","true"
"Microsoft.AspNetCore.AzureAppServices.HostingStartup","3.0.0","3000000000000000000000000",".NETCoreApp3.0",".NETFramework4.6.1","true"
"Microsoft.AspNetCore.AzureAppServices.HostingStartup","3.1.2","3000000010000000200000000",".NETCoreApp3.1",".NETCoreApp3.0","true"
"Microsoft.AspNetCore.AzureAppServices.HostingStartup","5.0.0","5000000000000000000000000","net5.0",".NETCoreApp3.1","true"
"Microsoft.AspNetCore.Authorization.Policy","2.0.0","2000000000000000000000000",".NETStandard2.0","","true"
"Microsoft.AspNetCore.Authorization","1.0.0","1000000000000000000000000",".NETFramework4.5.1","","true"
"Microsoft.AspNetCore.Authorization","2.0.0","2000000000000000000000000",".NETStandard2.0",".NETFramework4.5.1","true"
"Microsoft.AspNetCore.Authorization","3.0.0","3000000000000000000000000",".NETCoreApp3.0",".NETStandard2.0","true"
"Microsoft.AspNetCore.Authorization","3.1.2","3000000010000000200000000",".NETCoreApp3.1",".NETCoreApp3.0","true"
"Microsoft.AspNetCore.Authorization","5.0.0","5000000000000000000000000",".NETFramework4.6.1",".NETCoreApp3.1","true"
"Microsoft.AspNetCore.Authentication.WsFederation","2.0.0","2000000000000000000000000",".NETStandard2.0","","true"
"Microsoft.AspNetCore.Authentication.WsFederation","3.0.0","3000000000000000000000000",".NETCoreApp3.0",".NETStandard2.0","true"
"Microsoft.AspNetCore.Authentication.WsFederation","3.1.2","3000000010000000200000000",".NETCoreApp3.1",".NETCoreApp3.0","true"
"Microsoft.AspNetCore.Authentication.WsFederation","5.0.0","5000000000000000000000000",".NETCoreApp5.0",".NETCoreApp3.1","true"
"Microsoft.AspNetCore.Authentication.Twitter","1.0.0","1000000000000000000000000",".NETFramework4.5.1","","true"
"Microsoft.AspNetCore.Authentication.Twitter","2.0.0","2000000000000000000000000",".NETStandard2.0",".NETFramework4.5.1","true"
"Microsoft.AspNetCore.Authentication.Twitter","3.0.0","3000000000000000000000000",".NETCoreApp3.0",".NETStandard2.0","true"
"Microsoft.AspNetCore.Authentication.Twitter","3.1.2","3000000010000000200000000",".NETCoreApp3.1",".NETCoreApp3.0","true"
"Microsoft.AspNetCore.Authentication.Twitter","5.0.0","5000000000000000000000000",".NETCoreApp5.0",".NETCoreApp3.1","true"
"Microsoft.AspNetCore.Authentication.QQConnect","1.0.0","1000000000000000000000000",".NETFramework4.6.1","","true"
"Microsoft.AspNetCore.Authentication.QQ","1.0.0","1000000000000000000000000",".NETStandard2.0","","true"
"Microsoft.AspNetCore.Authentication.OpenIdConnect","1.0.0","1000000000000000000000000",".NETFramework4.5.1","","true"
"Microsoft.AspNetCore.Authentication.OpenIdConnect","2.0.0","2000000000000000000000000",".NETStandard2.0",".NETFramework4.5.1","true"
"Microsoft.AspNetCore.Authentication.OpenIdConnect","3.0.0","3000000000000000000000000",".NETCoreApp3.0",".NETStandard2.0","true"
"Microsoft.AspNetCore.Authentication.OpenIdConnect","3.1.2","3000000010000000200000000",".NETCoreApp3.1",".NETCoreApp3.0","true"
"Microsoft.AspNetCore.Authentication.OpenIdConnect","5.0.0","5000000000000000000000000",".NETCoreApp5.0",".NETCoreApp3.1","true"
"Microsoft.AspNetCore.Authentication.OAuth","1.0.0","1000000000000000000000000",".NETFramework4.5.1","","true"
"Microsoft.AspNetCore.Authentication.OAuth","2.0.0","2000000000000000000000000",".NETStandard2.0",".NETFramework4.5.1","true"
"Microsoft.AspNetCore.Authentication.Negotiate","3.0.0","3000000000000000000000000",".NETCoreApp3.0","","true"
"Microsoft.AspNetCore.Authentication.Negotiate","3.1.2","3000000010000000200000000",".NETCoreApp3.1",".NETCoreApp3.0","true"
"Microsoft.AspNetCore.Authentication.Negotiate","5.0.0","5000000000000000000000000",".NETCoreApp5.0",".NETCoreApp3.1","true"
"Microsoft.AspNetCore.Authentication.MicrosoftAccount","1.0.0","1000000000000000000000000",".NETFramework4.5.1","","true"
"Microsoft.AspNetCore.Authentication.MicrosoftAccount","2.0.0","2000000000000000000000000",".NETStandard2.0",".NETFramework4.5.1","true"
"Microsoft.AspNetCore.Authentication.MicrosoftAccount","3.0.0","3000000000000000000000000",".NETCoreApp3.0",".NETStandard2.0","true"
"Microsoft.AspNetCore.Authentication.MicrosoftAccount","3.1.2","3000000010000000200000000",".NETCoreApp3.1",".NETCoreApp3.0","true"
"Microsoft.AspNetCore.Authentication.MicrosoftAccount","5.0.0","5000000000000000000000000",".NETCoreApp5.0",".NETCoreApp3.1","true"
"Microsoft.AspNetCore.Authentication.LinkedIn","1.0.1","1000000000000000100000000",".NETStandard1.6","","true"
"Microsoft.AspNetCore.Authentication.JwtBearer","1.0.0","1000000000000000000000000",".NETFramework4.5.1","","true"
"Microsoft.AspNetCore.Authentication.JwtBearer","2.0.0","2000000000000000000000000",".NETStandard2.0",".NETFramework4.5.1","true"
"Microsoft.AspNetCore.Authentication.JwtBearer","3.0.0","3000000000000000000000000",".NETCoreApp3.0",".NETStandard2.0","true"
"Microsoft.AspNetCore.Authentication.JwtBearer","3.1.2","3000000010000000200000000",".NETCoreApp3.1",".NETCoreApp3.0","true"
"Microsoft.AspNetCore.Authentication.JwtBearer","5.0.0","5000000000000000000000000",".NETCoreApp5.0",".NETCoreApp3.1","true"
"Microsoft.AspNetCore.Authentication.Google","1.0.0","1000000000000000000000000",".NETFramework4.5.1","","true"
"Microsoft.AspNetCore.Authentication.Google","2.0.0","2000000000000000000000000",".NETStandard2.0",".NETFramework4.5.1","true"
"Microsoft.AspNetCore.Authentication.Google","3.0.0","3000000000000000000000000",".NETCoreApp3.0",".NETStandard2.0","true"
"Microsoft.AspNetCore.Authentication.Google","3.1.2","3000000010000000200000000",".NETCoreApp3.1",".NETCoreApp3.0","true"
"Microsoft.AspNetCore.Authentication.Google","5.0.0","5000000000000000000000000",".NETCoreApp5.0",".NETCoreApp3.1","true"
"Microsoft.AspNetCore.Authentication.Facebook","1.0.0","1000000000000000000000000",".NETFramework4.5.1","","true"
"Microsoft.AspNetCore.Authentication.Facebook","2.0.0","2000000000000000000000000",".NETStandard2.0",".NETFramework4.5.1","true"
"Microsoft.AspNetCore.Authentication.Facebook","3.0.0","3000000000000000000000000",".NETCoreApp3.0",".NETStandard2.0","true"
"Microsoft.AspNetCore.Authentication.Facebook","3.1.2","3000000010000000200000000",".NETCoreApp3.1",".NETCoreApp3.0","true"
"Microsoft.AspNetCore.Authentication.Facebook","5.0.0","5000000000000000000000000",".NETCoreApp5.0",".NETCoreApp3.1","true"
"Microsoft.AspNetCore.Authentication.Core","2.0.0","2000000000000000000000000",".NETStandard2.0","","true"
"Microsoft.AspNetCore.Authentication.Cookies","1.0.0","1000000000000000000000000",".NETFramework4.5.1","","true"
"Microsoft.AspNetCore.Authentication.Cookies","2.0.0","2000000000000000000000000",".NETStandard2.0",".NETFramework4.5.1","true"
"Microsoft.AspNetCore.Authentication.Certificate","3.0.0","3000000000000000000000000",".NETCoreApp3.0","","true"
"Microsoft.AspNetCore.Authentication.Certificate","3.1.2","3000000010000000200000000",".NETCoreApp3.1",".NETCoreApp3.0","true"
"Microsoft.AspNetCore.Authentication.Certificate","5.0.0","5000000000000000000000000",".NETCoreApp5.0",".NETCoreApp3.1","true"
"Microsoft.AspNetCore.Authentication.AzureADB2C.UI","2.1.0","2000000010000000000000000",".NETStandard2.0","","true"
"Microsoft.AspNetCore.Authentication.AzureADB2C.UI","3.0.0","3000000000000000000000000",".NETCoreApp3.0",".NETStandard2.0","true"
"Microsoft.AspNetCore.Authentication.AzureADB2C.UI","3.1.2","3000000010000000200000000",".NETCoreApp3.1",".NETCoreApp3.0","true"
"Microsoft.AspNetCore.Authentication.AzureADB2C.UI","5.0.0","5000000000000000000000000",".NETCoreApp5.0",".NETCoreApp3.1","true"
"Microsoft.AspNetCore.Authentication.AzureAD.UI","2.1.0","2000000010000000000000000",".NETStandard2.0","","true"
"Microsoft.AspNetCore.Authentication.AzureAD.UI","3.0.0","3000000000000000000000000",".NETCoreApp3.0",".NETStandard2.0","true"
"Microsoft.AspNetCore.Authentication.AzureAD.UI","3.1.2","3000000010000000200000000",".NETCoreApp3.1",".NETCoreApp3.0","true"
"Microsoft.AspNetCore.Authentication.AzureAD.UI","5.0.0","5000000000000000000000000",".NETCoreApp5.0",".NETCoreApp3.1","true"
"Microsoft.AspNetCore.Authentication.ActiveDirectory","1.0.1","1000000000000000100000000",".NETFramework4.5.1","","true"
"Microsoft.AspNetCore.Authentication.ActiveDirectory","1.1.0","1000000010000000000000000",".NETCoreApp1.0",".NETFramework4.5.1","true"
"Microsoft.AspNetCore.Authentication.Abstractions","2.0.0","2000000000000000000000000",".NETStandard2.0","","true"
"Microsoft.AspNetCore.Authentication","1.0.0","1000000000000000000000000",".NETFramework4.5.1","","true"
"Microsoft.AspNetCore.Authentication","2.0.0","2000000000000000000000000",".NETStandard2.0",".NETFramework4.5.1","true"
"Microsoft.AspNetCore.ApplicationInsights.HostingStartup","2.0.0","2000000000000000000000000",".NETFramework4.6.1","","true"
"Microsoft.AspNetCore.App","2.1.0","2000000010000000000000000",".NETCoreApp2.1","","true"
"Microsoft.AspNetCore.App","2.2.0","2000000020000000000000000",".NETCoreApp2.2",".NETCoreApp2.1","true"
"Microsoft.AspNetCore.ApiWidgets","1.0.0","1000000000000000000000000",".NETFramework4.6","","true"
"Microsoft.AspNetCore.ApiWidgets","1.1.1","1000000010000000100000000",".NETStandard1.6",".NETFramework4.6","true"
"Microsoft.AspNetCore.ApiHelp.Core","1.0.0","1000000000000000000000000",".NETFramework4.6","","true"
"Microsoft.AspNetCore.ApiHelp","1.0.0","1000000000000000000000000",".NETFramework4.6","","true"
"Microsoft.AspNetCore.ApiAuthorization.IdentityServer","3.0.0","3000000000000000000000000",".NETCoreApp3.0","","true"
"Microsoft.AspNetCore.ApiAuthorization.IdentityServer","3.1.2","3000000010000000200000000",".NETCoreApp3.1",".NETCoreApp3.0","true"
"Microsoft.AspNetCore.ApiAuthorization.IdentityServer","5.0.0","5000000000000000000000000",".NETCoreApp5.0",".NETCoreApp3.1","true"
"Microsoft.AspNetCore.Antiforgery","1.0.0","1000000000000000000000000",".NETFramework4.5.1","","true"
"Microsoft.AspNetCore.Antiforgery","2.0.0","2000000000000000000000000",".NETStandard2.0",".NETFramework4.5.1","true"
"Microsoft.AspNetCore.All","2.0.0","2000000000000000000000000",".NETCoreApp2.0","","true"
"Microsoft.AspNetCore.All","2.1.0","2000000010000000000000000",".NETCoreApp2.1",".NETCoreApp2.0","true"
"Microsoft.AspNetCore.All","2.2.0","2000000020000000000000000",".NETCoreApp2.2",".NETCoreApp2.1","true"
"Microsoft.AspNetCore.Aliyun.OSS","1.1.0","1000000010000000000000000",".NETStandard1.6.1","","true"
"Microsoft.AspNetCore.Aliyun.OSS","2.0.1.2","2000000000000000100000002",".NETStandard2.0",".NETStandard1.6.1","true"
"Microsoft.AspNetCore","1.0.3","1000000000000000300000000",".NETFramework4.5.1","","true"
"Microsoft.AspNetCore","2.0.0","2000000000000000000000000",".NETStandard2.0",".NETFramework4.5.1","true"